seismoacoustic,genergy,gplus,gdenergy,gdpuls,bumps,bumps2,hazard,shift,predictions,distances
0,145440,358,-3,-28,0,0,0,1,1,2.9995677905485607
1,820600,3506,92,97,2,1,0,1,-1,-8.303866576763363
1,49070,587,28,-20,2,1,0,1,1,6.912194180765958
0,3550,38,-89,-82,0,0,0,0,1,0.048036581179953686
1,15030,484,-5,22,0,0,0,1,1,4.388834407015047
0,6980,37,-10,-81,1,1,0,0,1,1.5486705082168548
0,24160,362,-23,-32,0,0,0,1,1,2.6151384250584258
0,203850,476,-14,-32,1,0,0,0,1,4.2104867985733385
0,5240,18,-96,-96,1,1,0,1,-1,-0.5327215188605372
1,6260,114,-49,-53,0,0,0,0,1,2.0170919523363224
0,20250,157,-41,-39,4,3,0,1,1,3.754340549022572e-05
0,13690,147,-66,-67,2,1,0,1,1,2.4208661710355024
0,28900,692,0,-13,0,0,0,1,1,2.9094471042003924
1,26960,514,85,41,0,0,1,1,1,5.401620660941536
1,836500,2313,55,19,4,0,0,1,-1,-4.376247848385308
1,54770,1913,445,450,0,0,2,0,-1,-15.56287611114439
1,44500,660,49,59,2,2,0,1,1,3.8634138445272512
1,83570,488,-24,-3,3,2,0,1,1,4.74556587677138
1,22830,608,53,61,0,0,1,1,1,5.45195647756363
0,447360,1332,-37,-33,2,1,0,1,1,3.7634968276038556
0,12030,308,-16,-26,0,0,0,1,1,2.6006052544993885
0,21040,402,-38,-25,1,1,0,1,1,4.138089707882777
0,716630,1677,-8,14,2,2,0,1,1,0.2467283921506791
1,150220,709,53,-25,2,0,0,1,1,5.224816496703255
1,29990,354,79,35,1,1,0,1,1,5.608424479622197
1,13200,505,6,102,1,0,0,0,1,2.6030775288412684
0,8080,294,-48,4,0,0,0,1,1,1.7263627752313084
0,43380,693,83,36,0,0,0,1,1,3.234884829572348
0,32620,718,0,17,0,0,0,1,1,2.8529485641285675
0,13990,307,-58,-43,0,0,0,1,1,1.75351894921328
0,1310730,1504,13,9,2,1,0,1,-1,-2.16288445173646
1,91210,2362,267,255,0,0,0,1,-1,-9.701952789886978
1,29160,435,-2,-1,0,0,0,1,1,4.522081247067007
1,12290,471,30,49,1,1,0,0,1,5.248954665957829
0,28360,434,-19,-20,0,0,0,1,1,2.834975766695486
0,33660,248,9,28,4,2,0,1,1,3.5320815216006274
1,19370,63,-49,-20,0,0,1,0,1,2.0466624379903458
1,17730,568,-1,24,0,0,0,1,1,4.5649492840864845
0,36400,411,-7,-5,2,1,0,1,1,5.6723995798007465
1,8620,172,-17,-55,0,0,1,0,1,2.220656972500308
0,50580,134,15,-18,0,0,0,0,1,2.704451192605923
1,35940,609,28,-6,0,0,1,1,1,5.211527577665549
0,18160,78,-57,-48,0,0,0,0,1,1.7187773638468329
1,13110,417,57,148,0,0,0,0,1,0.7356945957987548
0,20730,48,-39,-46,1,1,0,0,1,2.718529494405935
1,16540,213,2,-11,0,0,0,1,1,3.7158276812817093
1,67210,420,-31,-32,1,0,0,0,1,4.875791919325231
0,78580,1327,147,60,1,0,0,1,1,2.1266101234692343
1,2595650,4365,81,66,0,0,0,1,-1,-16.78291556509781
0,54750,233,-38,-40,0,0,0,0,1,2.6147838593995267
1,24690,565,56,42,0,0,0,1,1,5.074529522594393
0,4310,172,-30,9,0,0,0,0,1,2.046489764245294
1,54900,426,120,-15,0,0,0,1,1,2.511621556224913
0,15820,382,-32,0,0,0,0,1,1,2.391785334536788
0,44990,508,36,16,2,1,0,1,1,5.96549335094122
0,21240,138,-50,-52,1,1,0,1,1,2.793722794081777
0,34390,646,6,22,0,0,0,1,1,2.9804807425734623
2,27950,702,-31,10,0,0,2,1,-1,-0.8821475216851127
0,166700,363,-34,-56,0,0,0,1,1,2.101117343822615
0,7060,150,-69,-60,0,0,0,1,1,0.9077316487568368
0,8880,309,-48,-44,0,0,0,1,1,1.936143924140577
0,100190,303,54,52,0,0,0,0,1,2.5769656270123598
0,274170,997,15,34,0,0,0,1,1,2.8204035194074493
0,2850,10,12,-75,0,0,0,0,1,0.8125469241320644
0,60420,537,30,43,2,1,0,1,1,5.636220288656361
0,71660,532,-78,-74,2,1,0,1,1,2.6814956659417497
0,49480,579,42,6,0,0,0,1,1,3.3859449874000056
1,21060,242,-14,-42,0,0,0,1,1,3.124570808292816
0,28350,467,-19,-15,0,0,0,1,1,2.8615106839589046
0,21670,132,-31,-34,3,2,0,1,1,2.470915611397295
1,65150,952,25,60,4,3,0,1,1,1.6532871830027212
0,7570,69,69,67,1,0,0,0,1,1.6744366645203286
0,42820,150,28,9,1,0,0,0,1,3.623170303830083
0,104390,331,91,29,0,0,0,0,1,2.7284968565455507
1,14770,241,-19,-24,0,0,0,1,1,3.4485251814699964
0,927530,1777,-32,-32,1,0,0,1,1,0.20562661471561583
1,15290,436,75,47,0,0,0,0,1,4.365347926730259
0,3300,15,24,-62,0,0,0,0,1,1.11798271007763
1,11630,481,-27,21,0,0,0,1,1,3.8098880341703243
0,590,11,-74,-72,0,0,0,0,1,0.6311718154182735
0,57200,773,102,66,2,0,0,1,1,3.408420396710767
0,285750,791,1,-19,0,0,0,1,1,2.782173699702099
1,24570,434,-52,-53,2,1,0,1,1,4.218838444151768
0,5550,44,-31,-12,2,1,0,0,1,3.0940543617669256
0,13710,613,-21,6,0,0,0,1,1,2.5656670501943424
1,21000,483,40,28,1,1,1,1,1,6.557567135517129
0,17880,237,-40,-47,1,0,0,1,1,3.2133788575606594
0,9070,195,-11,4,0,0,0,0,1,2.5411473875826722
1,58570,481,110,0,1,1,0,1,1,4.83264701432908
1,5380,90,-18,58,1,0,0,0,1,2.318499779977497
1,23040,392,-10,-22,0,0,0,1,1,4.056125124987087
1,12270,24,-52,-62,0,0,0,0,1,1.3556905412147167
0,39900,573,45,19,1,0,0,1,1,4.73405941312938
0,122030,211,-42,-42,1,1,0,1,1,3.6556767012085025
0,42280,375,-17,-6,5,3,0,1,1,1.7938296279421202
1,37520,843,13,57,0,0,0,1,1,4.286475475376108
0,17540,252,-23,-48,0,0,0,1,1,2.1594311235719523
1,19810,209,21,-22,0,0,0,1,1,3.553324803404216
2,43740,1056,9,66,0,0,2,1,-1,-0.8711280012316109
1,31390,376,-7,18,2,0,0,1,1,4.814978381042639
0,18470,525,-46,-41,0,0,0,1,1,2.0679286026806913
0,53660,627,97,33,3,2,0,1,1,3.498481293304863
1,32270,631,8,52,1,1,0,1,1,5.927641209972325
0,7030,202,-78,-53,0,0,0,1,1,0.888610240848589
1,31460,396,13,-18,0,0,0,1,1,4.337359295800791
0,7660,221,-32,-9,0,0,0,0,1,2.4913557924970533
0,15400,24,-59,-69,1,0,0,0,1,1.9563796928299304
0,18160,378,-43,-41,0,0,0,1,1,2.1789949188564286
1,36770,657,25,57,1,0,0,1,1,6.012522985136631
1,3020,29,-53,-40,0,0,0,0,1,1.8295053580882872
1,22130,390,-10,-7,2,1,0,1,1,6.320467800731517
1,248900,739,-9,0,1,1,1,1,1,6.376841182283613
1,328050,707,51,0,1,1,0,1,1,6.1855218943871435
0,47370,296,-30,-28,4,2,0,1,1,3.303865153472813
1,39880,342,15,21,3,1,0,1,1,5.566130124477802
0,2930,408,-77,67,0,0,0,0,-1,-1.5907378038872437
1,22260,493,-13,11,1,1,0,1,1,5.946634221834824
0,4350,22,48,-45,0,0,0,0,1,1.1770702645027384
1,35800,722,27,11,0,0,1,1,1,5.494531774750715
0,22710,68,-57,-70,0,0,0,0,1,1.2752037989343599
0,194580,697,-35,-32,0,0,0,1,1,2.499265471670224
1,51620,186,51,34,1,0,0,0,1,4.682353640729907
1,23820,525,63,44,0,0,1,1,1,5.527000215169295
0,23650,212,34,-33,2,2,0,1,1,1.882095414827802
1,19120,36,-24,-20,0,0,0,0,1,2.6276109676428554
1,12280,290,14,20,0,0,0,0,1,4.0185141130609985
1,22610,242,193,30,0,0,0,0,1,0.3467678567959105
0,8620,201,-51,-37,0,0,0,1,1,1.760399907031971
1,22890,81,-63,-58,0,0,0,0,1,1.5140368680183443
1,28920,659,114,96,0,0,1,1,1,5.1530808633569904
0,4190,43,-58,-49,0,0,0,0,1,1.5184736469669282
0,94190,2191,161,117,5,2,0,1,-1,-8.009133158644495
0,25750,494,9,-3,0,0,0,1,1,3.152213702210897
0,2940,65,-20,-40,0,0,0,0,1,2.139017104337835
0,2960,91,-19,-16,0,0,0,0,1,2.300019528736719
0,18820,299,75,24,1,0,0,0,1,3.5698842056052627
1,38880,689,197,110,1,0,1,1,1,4.262849383130714
0,12490,122,-59,-39,1,1,0,0,1,2.679720083732086
0,2102300,4014,27,26,2,0,0,1,-1,-13.273926152832546
0,9010,255,-28,2,0,0,0,0,1,2.479396542407418
0,1970,17,-14,-58,0,0,0,0,1,1.6309254028639835
0,12240,452,33,104,0,0,0,0,1,0.5900707100090834
1,14830,492,-21,-2,0,0,0,1,1,4.171852447296505
1,1096910,2037,31,29,2,1,0,1,1,0.8189134448564239
1,4230,126,-55,-61,0,0,0,0,1,1.696359400978345
1,15190,367,-39,-18,0,0,0,1,1,3.4762565367504195
0,53170,461,9,23,5,2,0,1,1,3.1735453780286775
1,763520,2079,5,36,0,0,1,1,-1,-1.8973949056743855
1,32240,61,65,18,0,0,0,0,1,2.8027859237565984
0,17050,367,19,-12,0,0,0,1,1,2.957667856835819
0,10590,442,223,218,0,0,0,0,-1,-1.265854838574036
1,29720,482,287,195,0,0,0,0,-1,-1.058615391622535
0,63550,325,15,35,0,0,0,0,1,2.729036766899277
0,17670,538,4,-3,0,0,0,1,1,3.0675974448322023
0,18040,317,95,43,0,0,0,0,1,2.4398205095245977
0,27740,423,-13,-34,0,0,0,1,1,2.7446242120676025
1,121400,1063,-23,-29,2,0,0,1,1,4.085525060936426
0,19560,659,123,121,1,1,0,0,1,1.7802649084819322
1,7990,20,-34,-50,0,0,0,0,1,1.9224831282734058
0,8320,213,9,-10,0,0,0,0,1,2.835758542578425
0,7460,240,-28,-32,0,0,0,0,1,2.6569862072749117
0,58190,419,158,-14,0,0,0,1,-1,-0.0004450567371527825
0,2180,10,-24,-75,0,0,0,0,1,1.106062322473715
0,23440,514,151,59,1,0,0,0,1,2.7344902177863872
0,1600,11,-66,-72,0,0,0,0,1,0.8057212039665593
0,3420,14,5,-65,0,0,0,0,1,1.2939877321520754
0,6530,266,-48,6,0,0,0,0,1,1.9426883835751845
0,6760,136,-41,-39,1,0,0,0,1,3.1853275806879537
1,19340,218,18,-19,1,0,0,1,1,4.893965664074592
0,46400,652,43,7,0,0,0,1,1,3.3520568164326328
1,122820,1191,-39,-40,1,0,0,1,1,2.892425656852506
1,16460,586,79,92,0,0,0,0,1,3.983563755135524
1,9980,295,-20,18,0,0,0,0,1,3.520839017364601
0,4240,25,19,-38,0,0,0,0,1,1.8513685288315394
0,42450,429,99,-10,0,0,0,1,1,2.0695524285920612
0,24650,332,-29,-41,0,0,0,1,1,2.3914495056306038
1,54610,527,95,84,6,1,0,1,-1,-4.350442971060168
1,11320,472,-6,56,0,0,1,1,1,3.9933628079115557
0,12760,26,-9,-35,0,0,0,0,1,2.0946552760786687
0,13070,282,-11,-12,0,0,0,1,1,2.6352580980854334
0,65100,172,-82,-75,1,0,0,0,1,1.770317529313381
1,9670,277,-48,-56,0,0,0,1,1,2.2240555177955628
0,12560,469,0,88,0,0,0,0,1,0.40659574609738414
0,8680,188,31,7,0,0,0,0,1,2.639142879616731
0,950,4,-40,-90,0,0,0,0,1,0.45226954845642453
0,35830,407,54,-13,0,0,0,1,1,2.8473104779789296
0,102710,1159,-11,5,1,1,0,1,1,4.103306559584151
1,232470,361,28,11,3,2,0,1,1,4.802726314935942
0,8780,178,279,91,0,0,0,0,-1,-2.555586449786137
1,21860,283,39,14,1,0,0,1,1,5.517235512944691
0,36520,209,-55,-81,3,2,0,1,1,0.4723414549063918
0,10320,311,-65,-38,0,0,0,1,1,1.5989680915145144
0,53590,527,68,24,1,1,0,1,1,4.850310367247488
0,2820,25,10,-38,0,0,0,0,1,1.934303398630835
1,6340,102,-62,-60,0,0,0,1,1,1.2140454891817782
0,27960,740,110,91,0,0,0,1,1,2.699286892966036
1,4560,112,-63,-54,0,0,0,0,1,1.6661461446871328
0,4720,26,73,-35,0,0,0,0,1,0.8282150140964362
1,3410,33,-62,-32,0,0,0,0,1,1.7113082990000983
1,4520,50,-82,-80,0,0,0,0,1,0.08516456017860463
0,32550,167,17,-8,9,5,0,1,-1,-13.587307078671044
1,14000,286,-59,-48,0,0,0,1,1,2.2376229017342375
1,30990,525,5,25,0,0,0,1,1,4.7132680634669235
0,9680,210,-7,-45,0,0,0,0,1,2.542003531266303
1,45680,1276,84,92,1,1,0,1,1,4.557665562342198
0,46740,553,27,29,6,3,0,1,1,0.3375126340919046
1,7970,44,-32,-15,0,0,0,0,1,2.5176803239149734
1,32460,469,10,12,0,0,0,1,1,4.7811918363640125
0,12970,53,-65,-64,0,0,0,0,1,1.1998100479222558
1,43420,623,56,33,2,2,0,1,1,4.272356528539273
0,10160,437,-40,-21,0,0,0,1,1,2.3567917368918216
0,8980,189,-14,-50,0,0,0,0,1,2.390941670868518
1,5820,308,-37,-1,0,0,0,0,1,3.3643698642526054
1,5250,66,-49,36,0,0,0,0,1,1.1822801011982236
1,1049580,1807,31,21,0,0,0,1,-1,-1.4656813480835353
1,90960,2039,308,243,2,0,1,1,-1,-9.011633737042793
1,111510,169,-36,-63,2,0,0,1,1,2.398387752044748
1,12840,471,37,51,1,1,0,0,1,5.265996151723584
0,75930,305,-38,-27,1,0,0,0,1,3.9743701947526127
0,307540,1020,-44,-32,0,0,0,1,1,1.1772635833224818
0,14170,381,52,18,0,0,0,0,1,3.0310897140519906
0,42300,55,37,-10,1,0,0,0,1,3.128375412230124
0,6390,138,-29,-36,0,0,0,0,1,2.373801927516645
0,3420,74,-73,-70,0,0,0,0,1,0.9077455141667947
0,1490,10,-37,-75,0,0,0,0,1,1.0714241139707283
0,500,7,-83,-82,0,0,0,0,1,0.10923208546179097
0,31690,656,82,13,0,0,0,1,1,2.9948309923555776
0,15460,208,-50,-51,1,0,0,1,1,2.8703531099987387
0,8460,252,-18,-28,1,1,0,0,1,3.856879837255267
0,18960,178,-38,-47,3,2,0,1,1,2.185380034842563
1,19760,328,-42,-43,0,0,0,1,1,2.910842657903178
0,22530,328,-39,-46,1,1,0,1,1,3.690943034117307
1,61110,439,86,62,4,4,0,1,-1,-4.168977017286657
1,21430,776,-37,-19,0,0,1,1,1,3.578243989447813
1,36410,519,46,4,0,0,0,1,1,4.920847134327818
1,511560,2205,-9,-10,5,2,0,1,-1,-3.864147443247596
1,26120,341,62,39,1,1,0,1,1,5.7007216142877155
0,8050,30,-81,-78,0,0,0,0,1,0.3810147619699613
1,17930,347,668,323,0,0,2,0,-1,-17.01402319181275
1,10130,133,-67,-32,1,0,0,1,1,2.8852535069636325
0,18870,47,-19,-3,2,1,0,0,1,3.2732339884420334
0,22140,190,-2,-53,1,0,0,1,1,3.165027588491423
1,19640,556,-21,-11,0,0,1,0,1,4.069938447573662
1,9980,145,-3,-60,0,0,1,0,1,1.939754554128882
2,101280,1116,223,112,1,1,2,1,-1,-4.0988693478750005
0,43650,334,38,90,0,0,0,0,1,1.1451073640300713
1,57860,383,95,92,2,1,0,1,1,4.748073927890122
0,396530,1209,-10,-13,1,0,0,1,1,3.420877012346512
1,121870,935,-15,-26,2,2,0,1,1,3.5794114296742663
0,33900,682,7,29,0,0,0,1,1,2.856039736171887
1,8060,57,-81,-86,1,0,0,0,1,0.6489186690210964
0,7000,131,-40,-56,1,0,0,1,1,2.640231561843084
0,99160,514,-34,4,1,0,0,0,1,4.08381383974714
0,8180,136,-64,-66,0,0,0,1,1,0.856659028111391
0,51320,239,11,23,1,0,0,0,1,3.7607384316249686
0,920,9,-71,-78,0,0,0,0,1,0.5226541261393116
0,14810,45,41,12,0,0,0,0,1,1.9401531247391404
1,6690,163,-3,0,0,0,0,0,1,3.4561339771633897
0,19170,430,-1,29,0,0,0,1,1,2.539830287506426
0,37640,596,37,58,0,0,0,1,1,2.7264849816414802
1,38430,406,54,-10,0,0,0,1,1,4.319373325978628
1,6790,194,-30,-15,0,0,0,0,1,3.2193346247447607
1,47200,562,91,24,0,0,1,1,1,5.315101238003418
0,15080,306,-56,-48,0,0,0,1,1,1.7360556687575617
1,26470,37,-8,-47,2,2,0,0,1,0.00045001913357367584
1,169370,644,-53,-45,0,0,0,1,1,2.8310565439189723
0,48710,547,41,-3,0,0,0,1,1,3.3104800091607416
1,13170,59,-77,-67,0,0,0,0,1,0.7570605606814631
0,3760,22,-46,-45,0,0,0,0,1,1.6841083504233154
0,52120,695,66,55,1,0,0,1,1,4.467944198166972
1,27150,441,-11,-31,0,0,0,1,1,3.9406357446448013
1,154420,319,-46,-43,1,0,0,0,1,4.022817654966609
1,5420,163,-46,-29,0,0,0,0,1,2.6902894391388976
0,39050,305,-40,-19,3,3,0,1,1,0.1596273467855518
0,2920,20,-7,-50,0,0,0,0,1,1.8063096324166352
0,9840,421,-43,-28,0,0,0,1,1,2.2677206844064095
0,7100,227,-37,-19,0,0,0,1,1,2.11895783975579
0,7090,220,-38,-10,0,0,0,0,1,2.3873705712760014
1,2410,109,-76,-69,0,0,0,0,1,0.85134895636617
0,129740,306,-39,-44,0,0,0,0,1,2.6266187524422158
1,40820,78,87,95,0,0,0,0,1,1.7893431961538866
0,19260,53,97,32,0,0,0,0,1,1.2596034353586205
0,20750,329,88,42,1,1,0,1,1,3.551521622908318
0,44960,643,19,56,4,1,0,1,1,2.9780789580629836
1,30220,592,6,-6,1,1,1,1,1,6.346607436668943
0,3020,19,-66,-85,1,0,0,0,1,1.2119727470799724
0,20570,346,-7,-6,0,0,0,1,1,2.830707813081247
0,102720,265,-64,-66,2,1,0,1,1,3.2235411392777458
0,23630,294,-20,-29,3,3,0,1,1,0.24543972720960028
0,42950,172,-76,-61,1,0,0,0,1,2.2990919019244807
0,19910,568,-42,-3,0,0,0,1,1,2.231049409880736
0,18330,91,-57,-43,1,0,0,0,1,2.748077847893267
0,23170,348,-18,-25,0,0,0,1,1,2.711691439914187
1,37820,347,16,24,3,2,0,1,1,4.590345203351532
1,66520,685,118,7,0,0,0,1,1,3.8871726883586604
1,21900,276,128,71,1,1,0,1,1,3.855534990956926
0,5280,178,-29,-16,0,0,0,0,1,2.483664756198209
0,3470,84,-59,-69,0,0,0,0,1,1.2484383786785216
0,51950,144,-44,-17,2,0,0,1,1,2.578797738148861
1,19320,320,106,118,2,1,1,0,1,2.447804527344225
0,11710,70,-72,-47,1,0,0,0,1,2.228131397710449
2,34360,730,10,39,0,0,2,1,1,0.11078465270257354
0,79240,1381,124,47,0,0,0,1,1,0.949066836027491
0,40770,522,36,2,1,0,0,1,1,4.724472005283307
0,3130,25,6,-38,0,0,0,0,1,1.9654688842176355
0,46380,133,6,-16,1,0,0,0,1,3.751858103105114
1,10760,28,-1,-30,0,0,0,0,1,2.580281753663847
0,56650,693,64,23,1,0,0,1,1,4.7733721596992105
0,172530,2873,18,44,3,2,0,1,-1,-6.5075360139815075
0,269070,767,-1,4,2,2,0,1,1,4.084885476139856
0,303610,1034,-26,-21,0,0,0,1,1,1.8230990512460998
0,6010,215,-41,-38,0,0,0,0,1,2.390530471607267
0,4910,25,-58,-40,0,0,0,0,1,1.519842334445265
0,23160,393,-34,-28,0,0,0,1,1,2.510865477816427
0,42220,382,29,-9,1,0,0,1,1,4.468213851489335
0,26780,345,18,94,0,0,0,0,1,0.4467251662506513
1,10890,283,16,-9,0,0,0,0,1,3.989585396709497
0,3160,73,-75,-70,0,0,0,0,1,0.8557420814722008
1,176830,1297,54,56,5,2,0,1,1,2.331122529714058
0,19580,439,-44,-24,0,0,0,1,1,2.3203004367484574
0,14080,172,-38,-65,0,0,0,1,1,1.4084587433933855
0,10330,35,-11,-32,0,0,0,0,1,2.1452177987539827
1,29560,112,22,103,0,0,1,0,1,0.9447899694040913
0,23310,242,-2,-53,1,1,0,1,1,3.5353965426154517
1,19030,46,20,0,1,0,0,0,1,3.9550452745268316
0,47700,535,48,22,0,0,0,1,1,3.354865129245244
0,9470,79,-81,-84,1,0,0,0,1,1.124768859198646
0,8390,33,262,-65,0,0,0,0,-1,-8.208057016705803
0,26830,584,287,205,0,0,0,0,-1,-1.9783813211357142
0,42860,588,24,5,0,0,0,1,1,3.3426491008661507
1,22830,467,-19,-28,1,1,1,1,1,5.184342653049665
0,25920,369,17,0,0,0,0,1,1,3.0409331836697753
1,135210,3261,1245,838,2,0,1,0,-1,-18.253703988728187
0,77740,758,182,57,2,1,0,1,1,1.8851549154117606
1,36230,822,177,151,1,0,1,1,1,4.069490231752354
0,38820,213,-82,-57,1,0,0,0,1,2.2616281951956587
0,23580,462,34,46,1,0,0,1,1,3.99531465259647
0,298230,916,9,-2,0,0,0,1,1,2.87733596638936
0,84630,233,-75,-67,0,0,0,0,1,1.3757582215392254
1,35290,754,-16,-36,0,0,0,1,1,3.544785138794051
1,44730,79,-58,-49,0,0,0,0,1,1.9011644784114523
1,14190,384,62,30,0,0,0,0,1,4.330088387981732
0,9280,294,35,71,0,0,0,0,1,1.5612428316289062
0,37480,660,25,35,0,0,0,1,1,3.0616302114667455
1,48820,446,57,75,5,4,1,1,-1,-4.807265925923591
0,31440,361,-27,-22,3,2,0,1,1,3.8658650585364818
1,14980,267,-7,9,0,0,0,1,1,3.8638013055610436
0,7430,196,-70,-61,0,0,0,1,1,0.9601472708095358
0,336600,984,-32,-34,1,0,0,1,1,3.1687585535435083
0,1180,14,-57,-65,0,0,0,0,1,1.1503360570465553
1,44790,57,74,-3,0,0,0,0,1,2.4321020920356595
0,26550,330,-17,-23,2,1,0,1,1,5.166266612665222
1,11150,201,11,-12,0,0,0,0,1,3.6647474080733957
0,4290,45,41,12,0,0,0,0,1,1.8926647588124652
1,42350,1625,70,144,0,0,0,1,-1,-0.7622163428888165
0,21480,537,-32,2,0,0,0,1,1,2.465495891144254
0,106610,546,26,43,6,2,0,1,1,0.30997295020811677
1,43030,625,50,26,1,1,0,1,1,6.861726004915116
0,4580,100,-64,-59,0,0,0,0,1,1.4262118699041935
1,24570,327,-4,-35,0,0,0,1,1,3.6571142922579725
1,2560,38,-49,-14,2,1,0,0,1,2.8768020197789674
1,24550,62,44,23,0,0,0,0,1,2.95554901588228
0,65760,772,177,68,0,0,0,1,1,2.073237362122857
1,16640,407,38,35,0,0,1,1,1,5.100075934202408
2,151920,1132,255,71,2,1,1,1,-1,-5.005579204990443
1,14050,228,-45,-55,0,0,0,1,1,2.2186975901068386
0,270490,865,83,78,0,0,0,0,1,2.2593093321944835
0,104210,185,-39,-56,2,2,0,1,1,1.3145014181013543
0,17690,284,-24,-26,1,1,0,1,1,4.103513546896902
0,17700,174,-81,-81,1,0,0,0,1,1.4887035823334216
0,24400,352,-10,-25,1,0,0,1,1,4.156726584878218
1,26800,306,-44,-26,1,0,0,1,1,4.4261145818533585
0,13830,145,-58,-51,3,2,0,1,1,1.3638087723326677
0,73030,240,25,7,0,0,0,0,1,3.0349909617047537
2,67230,1155,57,75,2,1,1,1,1,0.30034643200335864
1,20620,808,105,132,0,0,0,0,1,3.231076823585248
0,7590,20,-31,-50,0,0,0,0,1,1.7896083973676689
0,11860,292,-60,-42,0,0,0,1,1,1.686931095275824
0,7240,295,-29,-14,0,0,0,0,1,2.7255601881707747
0,1367850,3137,-15,5,1,0,0,1,-1,-4.860866299125849
1,7190,123,98,79,0,0,1,0,1,2.7066117768836797
0,3210,47,-93,-82,0,0,0,0,-1,-0.04811623554065747
1,17660,224,-41,-27,5,2,0,1,1,0.26888899251212095
1,10270,306,-31,-19,0,0,1,1,1,3.549065915282359
1,229690,485,45,0,4,3,0,1,1,2.062524560649738
1,32930,271,-16,-7,1,0,0,1,1,5.128285148068855
0,2740,17,0,-58,0,0,0,0,1,1.5623295422323977
0,38820,647,259,137,0,0,0,1,-1,-0.00035471617511362297
1,61310,931,274,227,1,0,1,1,-1,-1.1715499719551765
0,5180,167,-43,-10,0,0,0,0,1,2.1410300698370435
0,2970,50,-95,-87,0,0,0,0,-1,-0.266276994068793
0,33500,231,48,-53,0,0,0,1,1,1.4482854111652834
2,37660,658,-5,7,0,0,2,1,-1,-0.2682694745144367
0,2910,24,-5,-40,0,0,0,0,1,1.9837979846849905
1,25930,631,70,43,0,0,1,1,1,5.709977474876702
1,25710,258,-74,-74,1,0,0,0,1,2.030267946009971
1,6790,67,34,50,0,0,0,0,1,2.4683658272325246
0,265250,2852,64,84,2,0,0,1,-1,-5.5449018883444445
0,20700,37,-9,-22,0,0,0,0,1,2.228521991467158
0,13520,363,8,45,0,0,0,0,1,2.2279980691249364
0,12610,157,-61,-52,1,0,0,1,1,2.448902328402866
0,3120,190,-75,-24,0,0,0,0,1,1.4895530328707878
0,95280,1031,-32,-21,2,1,0,1,1,5.051933177048543
1,1367690,2902,0,90,4,2,0,1,-1,-10.459941202953267
0,31720,423,-6,-21,1,1,0,1,1,4.743548986972456
0,31590,377,175,74,0,0,0,1,1,1.505651170206356
0,6880,250,-43,1,0,0,0,0,1,2.15688814099385
0,3380,14,37,-65,0,0,0,0,1,0.7390315886032646
0,15610,246,25,-2,0,0,0,0,1,2.922557380598324
0,10720,271,-5,11,1,1,0,0,1,3.849840662653495
0,10670,223,47,38,0,0,0,0,1,2.343916242683285
0,16410,32,51,-20,0,0,0,0,1,1.7098525713663832
0,100,4,-96,-90,0,0,0,0,-1,-0.5375369895083786
0,3720,43,75,8,0,0,0,0,1,1.4887746950586873
1,34360,604,40,44,0,0,0,1,1,5.07849591916802
0,8790,53,-91,-91,1,0,0,0,1,0.48440380658430016
0,6320,32,11,-38,1,0,0,0,1,2.894447350659071
1,7600,246,-42,-25,0,0,1,1,1,2.9632140251572316
0,5310,49,-88,-89,0,0,0,0,-1,-0.12763717412414266
0,19820,527,73,89,0,0,0,1,1,2.1746363934259882
0,6530,38,-72,-92,1,1,0,0,1,0.5399903705274021
1,34620,661,18,36,0,0,0,1,1,4.926673849834604
0,8810,262,-27,6,0,0,0,0,1,2.4344792430166606
1,9870,363,8,16,1,0,0,0,1,5.3319252725049395
0,39620,195,-61,-53,1,0,0,0,1,2.9058132525337967
1,7780,291,-17,-7,0,0,0,0,1,3.7643820134520922
0,151210,1727,-18,-12,4,1,0,1,1,0.9017671591606842
0,6760,24,-37,-40,0,0,0,0,1,1.862741770637868
1,2000,130,-78,-58,0,0,0,0,1,1.1813476676322132
0,29730,472,283,120,0,0,0,1,-1,-1.37044226578843
0,17620,557,91,151,1,1,0,0,-1,-0.00014232424532423238
0,161390,314,49,65,0,0,0,1,1,2.088641746610989
1,390180,938,6,33,0,0,0,0,1,2.6889348961850636
0,87700,935,-53,-49,2,1,0,1,1,3.9066551297329255
1,21910,695,-10,-4,1,1,0,1,1,6.095038729036304
1,576200,1558,15,-22,6,3,0,1,-1,-6.0053598780622615
1,45170,579,-14,-10,1,0,0,1,1,5.8995767955033
1,28960,444,14,0,1,1,0,1,1,6.259540791278564
0,76150,260,-52,-50,1,0,0,0,1,3.3677371308200463
2,1124850,2153,37,39,3,1,0,1,-1,-8.804548547681287
1,6010,329,-36,5,0,0,0,0,1,3.3823311441919017
0,3170,36,-88,-79,0,0,0,0,1,0.16110336546010728
0,55230,904,57,56,0,0,0,1,1,2.9049696816313286
1,36460,902,4,-14,0,0,0,1,1,4.008083215599811
0,26450,529,12,3,0,0,0,1,1,3.181289179008921
1,1323740,1405,7,-2,1,0,0,1,-1,-3.792409210356791
1,31290,117,-52,-41,0,0,0,0,1,2.321263597800151
0,15180,48,-72,-72,0,0,0,0,1,0.8456200915978229
0,2340,19,0,-52,0,0,0,0,1,1.7190187165220188
0,12250,342,-64,-41,0,0,0,1,1,1.6379557719508604
